s,id,date_time,airline,timezone,tweet
0,5.69490499377062E+017,2015-02-22 05:34:50 -0800,United,Eastern Time (US & Canada),@united help unite pay economy plus flight change bc delay automatically refund ?
0,5.69490420356375E+017,2015-02-22 05:34:31 -0800,United,nan,@united engineer design 787 door frame extend half foot plane seat 27a force always sit
2,5.69489032100614E+017,2015-02-22 05:29:00 -0800,United,nan,@united send
0,5.69488705146069E+017,2015-02-22 05:27:42 -0800,United,nan,@united service need work check bush airport 'customer service line last nt #unitedagainstunited http://t.co/g00sAozgtv
0,5.69487167191425E+017,2015-02-22 05:21:35 -0800,United,nan,@united realize say already least last time ask need 'help'
0,5.69487156399378E+017,2015-02-22 05:21:33 -0800,United,America/New_York,@united thank one delay hour half prior schedule departure
0,5.69484965055832E+017,2015-02-22 05:12:50 -0800,United,nan,@united also phone customer service almost useless http://t.co/Mb3bJwGOAp
0,5.69484788404322E+017,2015-02-22 05:12:08 -0800,United,Eastern Time (US & Canada),@united lose bag next flight not time load 5 hour delay ? consequence platinum gold
0,5.69484671672652E+017,2015-02-22 05:11:40 -0800,United,nan,@united day late flightr one delay amp one cancel flightled flight gate no seat assign lot standby ppl also wait
0,5.69484085397058E+017,2015-02-22 05:09:21 -0800,United,nan,@united not get first flight day grind time ?# 1531. let us go ... ....
4,5.69483390581383E+017,2015-02-22 05:06:35 -0800,United,Eastern Time (US & Canada),@united thank fly mess iad san diego http://t.co/tlPBaupIk5
0,5.69481897203495E+017,2015-02-22 05:00:39 -0800,United,America/New_York,@united delay due customer service mean ua761 ?
0,5.69481676893622E+017,2015-02-22 04:59:46 -0800,United,nan,@united wifi not work onboard.Alerted attendant socket.You send hotel 24 hours 7 vouchers ?? no wifi hotel
0,5.69481213016023E+017,2015-02-22 04:57:56 -0800,United,Eastern Time (US & Canada),@united flight #1 no luck #standby
2,5.6948069378234E+017,2015-02-22 04:55:52 -0800,United,nan,@united plan ipad app ? iphone app great ipad flip ipad beta ? tks
2,5.69480220203475E+017,2015-02-22 04:53:59 -0800,United,Central Time (US & Canada),@united try hang twice speak someone put hold 45 minutes no resolution
0,5.69480043853947E+017,2015-02-22 04:53:17 -0800,United,Brasilia,@united not sure 'next time ...
0,5.69478901166055E+017,2015-02-22 04:48:45 -0800,United,nan,@united weight restriction ? 'we try get many plane
4,5.69478023679906E+017,2015-02-22 04:45:15 -0800,United,Pacific Time (US & Canada),@united thank person houston could get flight rout newark nj go sfo
0,5.69477178703909E+017,2015-02-22 04:41:54 -0800,United,Eastern Time (US & Canada),@united bish
2,5.69476889313563E+017,2015-02-22 04:40:45 -0800,United,nan,@united thank good know
2,5.69476281974133E+017,2015-02-22 04:38:20 -0800,United,Eastern Time (US & Canada),@united okay thank
0,5.69475909226402E+017,2015-02-22 04:36:51 -0800,United,Eastern Time (US & Canada),@united conference begin 3 hours night due delay still wait talk someone lose luggage
2,5.69475306018353E+017,2015-02-22 04:34:27 -0800,United,Pacific Time (US & Canada),@united seat 14a flight ua895
2,5.69475245708419E+017,2015-02-22 04:34:13 -0800,United,Eastern Time (US & Canada),@united flight ? thank reply
0,5.69475092582789E+017,2015-02-22 04:33:37 -0800,United,Eastern Time (US & Canada),@united 4:30am customer service line try not scream .# epicfailunited
2,5.69475000660423E+017,2015-02-22 04:33:15 -0800,United,Eastern Time (US & Canada),@united not deliver hold cross border pick please not try deliver
4,5.69474700386046E+017,2015-02-22 04:32:03 -0800,United,nan,@united bag reference id number ind43728m thank look
4,5.6947423085466E+017,2015-02-22 04:30:11 -0800,United,Eastern Time (US & Canada),@united one lady help 12 us luggage
0,5.69473998519579E+017,2015-02-22 04:29:16 -0800,United,Eastern Time (US & Canada),@united flight delay hours 10pm arrival vegas 4am seriously lose luggage ???
4,5.69473302940373E+017,2015-02-22 04:26:30 -0800,United,Eastern Time (US & Canada),@united meet agent take care thx reply
4,5.69471635163644E+017,2015-02-22 04:19:52 -0800,United,Eastern Time (US & Canada),@united @suntoshi still like unite airlines
0,5.69471541554979E+017,2015-02-22 04:19:30 -0800,United,nan,"@united 2100 ticket,12h biz trvl no wifi.Missed con flt next one #24h miss meeting,7$ food voucher hotel chkout #12 flt #5 no wifi #hotel"
0,5.69470757673292E+017,2015-02-22 04:16:23 -0800,United,Eastern Time (US & Canada),@united still miss luggage promise someone would call no call far flight shanghai dc connect flight ord
2,5.69470098534207E+017,2015-02-22 04:13:46 -0800,United,Brussels,@united look european flight attendants paris frankfurt ? best fabrice
0,5.69470053348823E+017,2015-02-22 04:13:35 -0800,United,nan,@united cancel flightled flight without notification ?
0,5.69469326547222E+017,2015-02-22 04:10:42 -0800,United,Central Time (US & Canada),@united since international connection 9am hop thing
2,5.69468823625028E+017,2015-02-22 04:08:42 -0800,United,Eastern Time (US & Canada),@united need help never get ticket conf #ggqzqd
2,5.6946202317362E+017,2015-02-22 03:41:41 -0800,United,Kyiv,@united compensation e.g. upgrade higher class reschedule flight muc today appreciate though ;)
0,5.69461666695524E+017,2015-02-22 03:40:16 -0800,United,Kyiv,@united late flight reflight book problems morning already no longer need hotel room
0,5.69460417954746E+017,2015-02-22 03:35:18 -0800,United,nan,@united customer service providence airport horrible actually care customers make money ?
2,5.6945971690623E+017,2015-02-22 03:32:31 -0800,United,nan,"sorry ,@ unite accidentally populate flightd instead @USAirways not wait 'til 'you' 'you' sky .# newamericanstinks"
0,5.69459543236874E+017,2015-02-22 03:31:49 -0800,United,nan,@united cancel flightled flight ua922 aircrft maintenance delay 10 hours refund options ?
0,5.6945714812978E+017,2015-02-22 03:22:18 -0800,United,Eastern Time (US & Canada),@united bag ?? mexico go build house amp suitcase never get flight cle w need san68059m
0,5.69456035930485E+017,2015-02-22 03:17:53 -0800,United,Eastern Time (US & Canada),@united know thank standard reply
0,5.69454641320063E+017,2015-02-22 03:12:21 -0800,United,nan,@united tell change flight ottawa airport ac not find reservation wrong
0,5.69454437288141E+017,2015-02-22 03:11:32 -0800,United,nan,@united worst flight experience ever thank end vacation bad note
4,5.69453313462133E+017,2015-02-22 03:07:04 -0800,United,nan,@united thank epic service 863- always pleasure- outstanding crew http://t.co/trqlpeinzW
0,5.69451362687144E+017,2015-02-22 02:59:19 -0800,United,nan,@united hey 4am guess ? not sleep ? care little customers let sleep airports
0,5.69448465991737E+017,2015-02-22 02:47:48 -0800,United,nan,@united no concern not address
0,5.69445528225718E+017,2015-02-22 02:36:08 -0800,United,Mountain Time (US & Canada),@united duh bag whereabouts unknown greeeaat
0,5.69444898660692E+017,2015-02-22 02:33:38 -0800,United,nan,@united thank let sleep dia ensure ruin much vacation possible wait no fuck .# unitedairlinessucks
0,5.6944445666075E+017,2015-02-22 02:31:52 -0800,United,nan,@united oh share alright especially sleep shitty airport get 1hr sleep night ua
0,5.69441937826165E+017,2015-02-22 02:21:52 -0800,United,Eastern Time (US & Canada),@united @MaxAbrahms *if* need assistance ? expect go scooby doo tour terminals find stuff ?
0,5.69440689253159E+017,2015-02-22 02:16:54 -0800,United,Atlantic Time (Canada),thank @united write back assist return bag lose amp clean feces sprinkle bathroom much ask ?
0,5.69439706339025E+017,2015-02-22 02:13:00 -0800,United,nan,@united hang
0,5.69439089063281E+017,2015-02-22 02:10:33 -0800,United,nan,@united 'customer service team manilla absolute shit not even get supervisor without back hold ?!
0,5.69438763115536E+017,2015-02-22 02:09:15 -0800,United,nan,@united disgust unconscionable treatment receive tonight
0,5.69438531686425E+017,2015-02-22 02:08:20 -0800,United,nan,@united course would like hepl kid ? reason hold past 5 hours
0,5.69435214717563E+017,2015-02-22 01:55:09 -0800,United,nan,@united @ThisIsCoach every time unite flight get delay big frustration
0,5.6943305916826E+017,2015-02-22 01:46:35 -0800,United,nan,@united get kid still not talk human robotweeting ?! ask follow ????
0,5.69431307152953E+017,2015-02-22 01:39:37 -0800,United,Atlantic Time (Canada),.@ unite would not describe feces sprinkle bathroom inconvenience help might find baggage lose amp return
0,5.69428644432618E+017,2015-02-22 01:29:02 -0800,United,Eastern Time (US & Canada),@united fact treat disrespectfully lie members airline claim strive best
0,5.69428333500375E+017,2015-02-22 01:27:48 -0800,United,Eastern Time (US & Canada),@united matter not fact different destination put tremendous amount stress
0,5.69427993958883E+017,2015-02-22 01:26:27 -0800,United,Mountain Time (US & Canada),@united 1k member break seat back break tv break light lose bag gee thnx ua922 awesome job
0,5.69420890003411E+017,2015-02-22 00:58:14 -0800,United,nan,@united absolutely disgust way treat customers not anyone actively monitor cust serve ? unreal !!
0,5.69419949007086E+017,2015-02-22 00:54:29 -0800,United,nan,@united nice wonder pick respond ? maybe happy customers easier wonder many leave
0,5.69418652128297E+017,2015-02-22 00:49:20 -0800,United,nan,@united average 200 minute wait time tonight ? get no help tonight
0,5.69418497694036E+017,2015-02-22 00:48:43 -0800,United,nan,@united thank nothing really ?!? 60 minute wait time call back 4x 240minute wait time
0,5.69418233322873E+017,2015-02-22 00:47:40 -0800,United,nan,@united customer service unbelievably bad abysmal phone well 2hrs tonight hang yr ppl 3x
0,5.69416650325303E+017,2015-02-22 00:41:23 -0800,United,nan,@united read full story submit case team pilot flight 6232 sleep dia
2,5.69415643474362E+017,2015-02-22 00:37:23 -0800,United,Berlin,@united layover canada ua125 ? schedule ?
0,5.69415109933531E+017,2015-02-22 00:35:16 -0800,United,nan,@united inconvenience weather delay pilot decide waste enough time faa would not let fly negligence
0,5.69415076400243E+017,2015-02-22 00:35:08 -0800,United,Bucharest,@united buy ticket price publish mistake get email indicate unite cancel flightled ticket ?
0,5.69411383265075E+017,2015-02-22 00:20:27 -0800,United,Pacific Time (US & Canada),@united new 737 plane wifi not work entertainment non existent new seat seriously uncomfortable really ?# unitedfail ua1550
0,5.69407352299848E+017,2015-02-22 00:04:26 -0800,United,Pacific Time (US & Canada),@united sure miss mark tonight 's redeye lax chicago mess better
0,5.69404245142856E+017,2015-02-21 23:52:05 -0800,United,nan,@united 443min avoidable non-weather delay #Appreciation link better give #GoldenTickets
0,5.69402506792407E+017,2015-02-21 23:45:11 -0800,United,nan,@united luggage
0,5.69400869768303E+017,2015-02-21 23:38:40 -0800,United,Alaska,@united leave @flySFO delay ). http://t.co/XzBAjMiekx
2,5.69400431002173E+017,2015-02-21 23:36:56 -0800,United,Eastern Time (US & Canada),@united set figure baggage office
0,5.69397314240049E+017,2015-02-21 23:24:33 -0800,United,Hawaii,@united screw ... expect never
0,5.69395649310884E+017,2015-02-21 23:17:56 -0800,United,nan,@united not allow families small children board first anymore ? next flight another airline ...
4,5.6939231540983E+017,2015-02-21 23:04:41 -0800,United,nan,@united life goal complete 
2,5.69390507526369E+017,2015-02-21 22:57:30 -0800,United,Eastern Time (US & Canada),@united 20 draw super sweet picture choose get round-trip san diego ?  cold
0,5.69387614265954E+017,2015-02-21 22:46:00 -0800,United,Central Time (US & Canada),@united flight cancel flightled denver service agent offer non jet salt lake denver red eye atlanta hang
0,5.693858985733E+017,2015-02-21 22:39:11 -0800,United,Central Time (US & Canada),@united call throw 'loyalty' window try give less award
0,5.69385864712704E+017,2015-02-21 22:39:03 -0800,United,nan,@united unhelpful team ? sure bangkok bag chicago go pay accommodation bag arrive ??
0,5.69385784685363E+017,2015-02-21 22:38:44 -0800,United,Central Time (US & Canada),"@united would hardly call go 10,000 miles 1,000+ miles ticket cut edge 1/10 perk ?"
0,5.69385496675295E+017,2015-02-21 22:37:35 -0800,United,Eastern Time (US & Canada),@united not apology say
4,5.69383892542738E+017,2015-02-21 22:31:13 -0800,United,nan,@united send dm thank acknowledgment
2,5.69382132231111E+017,2015-02-21 22:24:13 -0800,United,nan,@united download jeokoo american app air travelers
0,5.69381891809215E+017,2015-02-21 22:23:16 -0800,United,Central Time (US & Canada),@united hold almost two hours try talk someone cancel flight flight tomorrow morning suggest ?
0,5.69380923847909E+017,2015-02-21 22:19:25 -0800,United,Eastern Time (US & Canada),@united no apology ? cool
0,5.69380416219709E+017,2015-02-21 22:17:24 -0800,United,Eastern Time (US & Canada),@united ask lot customers routinely screw know right ?
0,5.69380122194637E+017,2015-02-21 22:16:14 -0800,United,nan,@united first time solo female traveller pretty scary foreign place not know belong ...
0,5.69379756673597E+017,2015-02-21 22:14:47 -0800,United,nan,@united know bag wait around hope arrive ? no one answer plan no answer ....
0,5.69379726562869E+017,2015-02-21 22:14:40 -0800,United,Eastern Time (US & Canada),@united somehow know would wait airborne respond .# hack #jokers #neveragain
0,5.69379367077356E+017,2015-02-21 22:13:14 -0800,United,nan,@united miss flight attendant delay flight prime example 1 person impact 100 's people hnl -& gt iah ua252 )# wastedtime
0,5.69378568628675E+017,2015-02-21 22:10:03 -0800,United,Mountain Time (US & Canada),@united strand texas hang try figure get home cool
0,5.69376145000391E+017,2015-02-21 22:00:26 -0800,United,nan,@united try change flight three time phone get disconnect time
0,5.6937412718782E+017,2015-02-21 21:52:25 -0800,United,Eastern Time (US & Canada),@united poor show today no assistance passengers mis connect due maintenance wait baggage
